county,name,sexcode,sex,agegrpcode,agegrp,yr_2010,yr_2015,yr_2020,yr_2025,yr_2030,yr_2035,yr_2040
39,Greene County,2,Female,2,5-9,1170,1217,1132,1142,1126,1101,1079
39,Greene County,2,Female,3,10-14,1423,1319,1364,1290,1297,1281,1255
39,Greene County,2,Female,4,15-19,1413,1266,1186,1216,1159,1155,1134
39,Greene County,2,Female,5,20-24,1167,1177,1058,1015,1026,988,970
39,Greene County,2,Female,6,25-29,1055,1257,1250,1135,1116,1124,1095
39,Greene County,2,Female,7,30-34,1093,1131,1293,1281,1168,1157,1162
39,Greene County,2,Female,8,35-39,1416,1269,1314,1456,1438,1318,1315
39,Greene County,2,Female,9,40-44,1584,1448,1318,1365,1483,1459,1339
39,Greene County,2,Female,10,45-49,1940,1662,1522,1406,1456,1557,1528
39,Greene County,2,Female,11,50-54,2016,2056,1773,1630,1525,1580,1666
39,Greene County,2,Female,12,55-59,1843,2034,2060,1784,1644,1548,1600
39,Greene County,2,Female,13,60-64,1746,1775,1951,1969,1709,1575,1487
39,Greene County,2,Female,14,65-69,1414,1621,1661,1818,1825,1587,1461
39,Greene County,2,Female,15,70-74,965,1214,1397,1436,1569,1567,1362
39,Greene County,2,Female,16,75-79,809,807,1010,1164,1199,1306,1300
39,Greene County,2,Female,17,80-84,674,639,641,794,924,959,1040
39,Greene County,2,Female,18,85+,683,705,699,704,788,913,1013
41,Hamilton County,1,Male,1,0-4,94,73,61,51,45,39,35
41,Hamilton County,1,Male,2,5-9,118,91,74,64,54,47,41
41,Hamilton County,1,Male,3,10-14,135,117,95,80,68,58,50
41,Hamilton County,1,Male,4,15-19,100,150,133,111,96,82,71
41,Hamilton County,1,Male,5,20-24,97,56,75,63,52,43,34
41,Hamilton County,1,Male,6,25-29,83,65,48,48,41,34,28
41,Hamilton County,1,Male,7,30-34,88,83,68,56,51,44,37
41,Hamilton County,1,Male,8,35-39,121,73,69,57,47,41,36
41,Hamilton County,1,Male,9,40-44,151,133,91,86,74,63,53
41,Hamilton County,1,Male,10,45-49,207,162,143,105,100,86,74
41,Hamilton County,1,Male,11,50-54,209,200,157,138,105,98,85
41,Hamilton County,1,Male,12,55-59,268,222,210,168,146,115,107
41,Hamilton County,1,Male,13,60-64,221,295,254,239,193,167,134
41,Hamilton County,1,Male,14,65-69,202,201,254,224,208,166,142
41,Hamilton County,1,Male,15,70-74,127,159,159,198,175,162,128
41,Hamilton County,1,Male,16,75-79,92,96,119,120,149,130,121
41,Hamilton County,1,Male,17,80-84,89,68,69,86,88,108,95
41,Hamilton County,1,Male,18,85+,44,68,71,73,82,88,101
41,Hamilton County,2,Female,1,0-4,74,69,57,48,42,37,33
41,Hamilton County,2,Female,2,5-9,114,80,74,63,54,49,44
41,Hamilton County,2,Female,3,10-14,112,117,88,82,71,62,57
41,Hamilton County,2,Female,4,15-19,117,92,92,73,67,59,51
41,Hamilton County,2,Female,5,20-24,75,59,44,41,32,28,24
41,Hamilton County,2,Female,6,25-29,99,80,68,57,53,47,42
41,Hamilton County,2,Female,7,30-34,88,90,75,65,55,51,45
41,Hamilton County,2,Female,8,35-39,129,74,73,62,55,46,42
41,Hamilton County,2,Female,9,40-44,126,140,90,88,80,70,61
41,Hamilton County,2,Female,10,45-49,192,137,144,103,99,92,79
41,Hamilton County,2,Female,11,50-54,229,194,142,143,108,105,96
41,Hamilton County,2,Female,12,55-59,242,261,225,170,166,132,129
41,Hamilton County,2,Female,13,60-64,217,259,279,242,186,178,145
41,Hamilton County,2,Female,14,65-69,186,213,251,269,235,181,172
41,Hamilton County,2,Female,15,70-74,137,135,153,177,186,161,123
41,Hamilton County,2,Female,16,75-79,101,115,113,127,146,153,132
41,Hamilton County,2,Female,17,80-84,84,70,77,78,86,96,100
41,Hamilton County,2,Female,18,85+,68,66,59,58,57,59,65
43,Herkimer County,1,Male,1,0-4,1799,1641,1592,1484,1367,1257,1154
43,Herkimer County,1,Male,2,5-9,1941,1897,1759,1704,1600,1487,1383
43,Herkimer County,1,Male,3,10-14,2107,1932,1890,1763,1704,1602,1492
43,Herkimer County,1,Male,4,15-19,2449,2038,1889,1845,1732,1665,1562
43,Herkimer County,1,Male,5,20-24,1896,2090,1770,1663,1614,1519,1437
43,Herkimer County,1,Male,6,25-29,1751,1737,1829,1564,1485,1430,1345
43,Herkimer County,1,Male,7,30-34,1587,1805,1784,1826,1580,1513,1453
43,Herkimer County,1,Male,8,35-39,1857,1769,1964,1935,1947,1701,1639
43,Herkimer County,1,Male,9,40-44,2015,1871,1787,1955,1921,1910,1672
43,Herkimer County,1,Male,10,45-49,2492,1962,1818,1734,1879,1837,1810
43,Herkimer County,1,Male,11,50-54,2547,2496,1990,1841,1757,1888,1840
43,Herkimer County,1,Male,12,55-59,2331,2491,2435,1959,1810,1728,1839
43,Herkimer County,1,Male,13,60-64,2081,2191,2338,2280,1845,1700,1622
43,Herkimer County,1,Male,14,65-69,1536,1878,1976,2105,2046,1664,1529
43,Herkimer County,1,Male,15,70-74,1134,1296,1583,1662,1767,1713,1394
43,Herkimer County,1,Male,16,75-79,851,882,1008,1229,1290,1367,1323
43,Herkimer County,1,Male,17,80-84,646,600,621,711,869,913,968
43,Herkimer County,1,Male,18,85+,559,647,671,699,772,912,1026
43,Herkimer County,2,Female,1,0-4,1793,1568,1522,1418,1307,1201,1103
43,Herkimer County,2,Female,2,5-9,1892,1872,1670,1612,1502,1385,1274
43,Herkimer County,2,Female,3,10-14,2026,1875,1844,1660,1590,1473,1354
43,Herkimer County,2,Female,4,15-19,2466,1982,1854,1810,1643,1552,1429
43,Herkimer County,2,Female,5,20-24,1865,1953,1592,1488,1415,1273,1167
43,Herkimer County,2,Female,6,25-29,1677,1776,1782,1480,1390,1303,1179
43,Herkimer County,2,Female,7,30-34,1631,1673,1729,1700,1423,1335,1242
43,Herkimer County,2,Female,8,35-39,1788,1593,1622,1649,1596,1338,1251
43,Herkimer County,2,Female,9,40-44,2126,1793,1611,1629,1636,1565,1315
43,Herkimer County,2,Female,10,45-49,2519,2171,1847,1669,1677,1661,1573
43,Herkimer County,2,Female,11,50-54,2542,2401,2065,1757,1586,1585,1557
43,Herkimer County,2,Female,12,55-59,2400,2528,2384,2045,1746,1577,1567
43,Herkimer County,2,Female,13,60-64,2085,2286,2395,2250,1923,1638,1477
43,Herkimer County,2,Female,14,65-69,1578,1890,2062,2150,2012,1711,1454
43,Herkimer County,2,Female,15,70-74,1287,1432,1711,1860,1933,1804,1529
43,Herkimer County,2,Female,16,75-79,1086,1125,1254,1499,1623,1682,1567
43,Herkimer County,2,Female,17,80-84,1001,947,979,1096,1312,1410,1457
43,Herkimer County,2,Female,18,85+,1178,1501,1634,1724,1868,2125,2367
45,Jefferson County,1,Male,1,0-4,4933,4876,4780,4760,4858,5000,5109
45,Jefferson County,1,Male,2,5-9,3932,4490,4510,4441,4425,4490,4592
45,Jefferson County,1,Male,3,10-14,3813,3611,4030,4047,3997,3983,4029
45,Jefferson County,1,Male,4,15-19,4132,3979,3891,4223,4262,4235,4231
45,Jefferson County,1,Male,5,20-24,6314,6336,6054,6173,6450,6597,6636
45,Jefferson County,1,Male,6,25-29,5383,5050,5073,4775,4893,5032,5122
45,Jefferson County,1,Male,7,30-34,4075,4846,4718,4693,4425,4544,4652
45,Jefferson County,1,Male,8,35-39,3685,4022,4618,4542,4510,4262,4384
45,Jefferson County,1,Male,9,40-44,3905,3245,3504,3958,3907,3873,3659
45,Jefferson County,1,Male,10,45-49,3894,3677,3105,3323,3723,3682,3651
45,Jefferson County,1,Male,11,50-54,3691,3652,3447,2938,3124,3481,3449
45,Jefferson County,1,Male,12,55-59,3124,3549,3517,3311,2847,3016,3346
45,Jefferson County,1,Male,13,60-64,2701,2860,3246,3215,3019,2619,2763
45,Jefferson County,1,Male,14,65-69,1960,2377,2526,2856,2829,2653,2319
45,Jefferson County,1,Male,15,70-74,1338,1687,2051,2183,2461,2440,2288
45,Jefferson County,1,Male,16,75-79,1021,1028,1296,1576,1681,1895,1880
45,Jefferson County,1,Male,17,80-84,720,656,663,835,1016,1085,1223
45,Jefferson County,1,Male,18,85+,564,636,644,656,751,898,1017
45,Jefferson County,2,Female,1,0-4,4702,4656,4564,4545,4639,4773,4878
45,Jefferson County,2,Female,2,5-9,3972,4644,4659,4613,4622,4708,4825
45,Jefferson County,2,Female,3,10-14,3695,3824,4337,4368,4347,4361,4433
45,Jefferson County,2,Female,4,15-19,3675,3662,3800,4221,4271,4266,4284
45,Jefferson County,2,Female,5,20-24,4641,4202,4070,4244,4533,4638,4666
45,Jefferson County,2,Female,6,25-29,4667,4446,4236,4061,4245,4444,4545
45,Jefferson County,2,Female,7,30-34,3714,4417,4322,4187,4015,4195,4356
45,Jefferson County,2,Female,8,35-39,3434,3778,4351,4302,4206,4035,4209
45,Jefferson County,2,Female,9,40-44,3660,3318,3593,4076,4054,3978,3813
45,Jefferson County,2,Female,10,45-49,3961,3524,3211,3451,3891,3880,3812
45,Jefferson County,2,Female,11,50-54,3695,3806,3395,3106,3318,3722,3719
45,Jefferson County,2,Female,12,55-59,3124,3539,3635,3248,2984,3171,3540
45,Jefferson County,2,Female,13,60-64,2726,3060,3456,3541,3173,2928,3095
45,Jefferson County,2,Female,14,65-69,2038,2604,2924,3295,3372,3026,2801
45,Jefferson County,2,Female,15,70-74,1526,1841,2350,2637,2968,3032,2724
45,Jefferson County,2,Female,16,75-79,1330,1272,1533,1954,2191,2465,2514
45,Jefferson County,2,Female,17,80-84,1160,1070,1034,1247,1590,1785,2006
45,Jefferson County,2,Female,18,85+,1324,1396,1394,1386,1518,1809,2107
47,Kings County,1,Male,1,0-4,90415,103813,100373,97211,95981,96833,98247
47,Kings County,1,Male,2,5-9,81356,85413,96598,93788,91116,90060,90793
47,Kings County,1,Male,3,10-14,79604,79853,83434,93017,90539,88176,87237
47,Kings County,1,Male,4,15-19,86716,79102,79496,82525,90422,88255,86212
47,Kings County,1,Male,5,20-24,96663,91947,85275,86145,88777,95136,93518
47,Kings County,1,Male,6,25-29,106054,102819,99370,93232,94723,97222,102424
47,Kings County,1,Male,7,30-34,97154,99989,98103,95529,90118,91713,93845
47,Kings County,1,Male,8,35-39,84818,87999,90723,89472,87359,82668,84142
47,Kings County,1,Male,9,40-44,77147,78303,80882,83348,82370,80558,76453
47,Kings County,1,Male,10,45-49,76152,73020,73777,75936,78195,77419,75846
47,Kings County,1,Male,11,50-54,73337,71038,68100,68551,70330,72378,71766
47,Kings County,1,Male,12,55-59,63789,66287,64372,61634,61821,63285,65144
47,Kings County,1,Male,13,60-64,55241,56947,59235,57628,55119,55126,56327
47,Kings County,1,Male,14,65-69,35877,46731,48212,50136,48801,46643,46558
47,Kings County,1,Male,15,70-74,28751,29494,38100,39338,40902,39840,38061
47,Kings County,1,Male,16,75-79,20537,21906,22546,28983,29956,31171,30394
47,Kings County,1,Male,17,80-84,15243,13864,14781,15267,19542,20234,21088
47,Kings County,1,Male,18,85+,12524,12318,11686,11857,12239,14387,15777
47,Kings County,2,Female,1,0-4,86783,99003,95722,92707,91533,92346,93695
47,Kings County,2,Female,2,5-9,78035,82056,92225,89485,86903,85880,86568
47,Kings County,2,Female,3,10-14,76959,76453,79960,88637,86194,83897,82982
47,Kings County,2,Female,4,15-19,83968,76697,76434,79387,86576,84425,82432
47,Kings County,2,Female,5,20-24,99134,92929,86255,86715,89384,95357,93776
47,Kings County,2,Female,6,25-29,116788,108042,103298,96949,98212,100803,105840
47,Kings County,2,Female,7,30-34,105704,110414,104160,100411,94689,96132,98368
47,Kings County,2,Female,8,35-39,92830,97889,102004,97152,93976,88894,90273
47,Kings County,2,Female,9,40-44,86750,88207,92404,96000,91902,89096,84513
47,Kings County,2,Female,10,45-49,87959,83395,84451,88030,91236,87677,85162
47,Kings County,2,Female,11,50-54,86729,84487,80132,80852,83911,86812,83704
47,Kings County,2,Female,12,55-59,78116,80870,78878,74764,75180,77775,80388
47,Kings County,2,Female,13,60-64,68866,72681,75242,73455,69600,69779,71968
47,Kings County,2,Female,14,65-69,47556,60775,64094,66329,64752,61311,61325
47,Kings County,2,Female,15,70-74,40510,41344,52378,55179,57062,55713,52738
47,Kings County,2,Female,16,75-79,31095,33831,34598,43533,45820,47373,46274
47,Kings County,2,Female,17,80-84,27114,23232,25215,25849,32378,34076,35254
47,Kings County,2,Female,18,85+,28426,26957,24534,24382,24746,28188,30848
49,Lewis County,1,Male,1,0-4,918,808,781,740,711,691,668
49,Lewis County,1,Male,2,5-9,926,975,879,852,813,783,762
49,Lewis County,1,Male,3,10-14,932,956,995,910,883,845,814
49,Lewis County,1,Male,4,15-19,951,870,884,911,840,811,774
49,Lewis County,1,Male,5,20-24,822,727,651,653,660,608,579
49,Lewis County,1,Male,6,25-29,756,711,637,569,569,564,528
49,Lewis County,1,Male,7,30-34,738,800,760,694,624,624,617
49,Lewis County,1,Male,8,35-39,814,777,830,793,733,659,658
49,Lewis County,1,Male,9,40-44,857,845,809,857,824,765,689
49,Lewis County,1,Male,10,45-49,1136,843,822,787,832,798,744
49,Lewis County,1,Male,11,50-54,1115,1095,823,797,764,803,771
49,Lewis County,1,Male,12,55-59,1003,1081,1059,808,778,747,781
49,Lewis County,1,Male,13,60-64,784,896,963,940,721,691,662
49,Lewis County,1,Male,14,65-69,590,706,799,856,834,648,619
49,Lewis County,1,Male,15,70-74,445,517,621,699,749,729,571
49,Lewis County,1,Male,16,75-79,377,351,406,489,549,587,571
49,Lewis County,1,Male,17,80-84,265,242,225,259,313,351,374
49,Lewis County,1,Male,18,85+,191,211,211,203,218,251,289
49,Lewis County,2,Female,1,0-4,858,767,740,702,674,654,634
49,Lewis County,2,Female,2,5-9,879,921,843,817,783,756,737
49,Lewis County,2,Female,3,10-14,946,914,948,880,855,823,795
49,Lewis County,2,Female,4,15-19,957,866,839,861,808,782,750
49,Lewis County,2,Female,5,20-24,693,689,612,594,599,563,537
49,Lewis County,2,Female,6,25-29,757,704,686,615,607,609,582
49,Lewis County,2,Female,7,30-34,726,811,764,743,673,669,668
49,Lewis County,2,Female,8,35-39,779,731,800,759,737,669,665
49,Lewis County,2,Female,9,40-44,842,801,753,817,781,756,687
49,Lewis County,2,Female,10,45-49,1068,838,794,748,807,773,748
49,Lewis County,2,Female,11,50-54,1109,983,775,732,690,738,707
49,Lewis County,2,Female,12,55-59,948,1071,955,761,716,677,720
49,Lewis County,2,Female,13,60-64,697,890,1000,896,718,674,637
49,Lewis County,2,Female,14,65-69,584,671,845,946,851,686,644
49,Lewis County,2,Female,15,70-74,477,518,595,741,827,744,604
49,Lewis County,2,Female,16,75-79,457,383,413,475,588,652,587
49,Lewis County,2,Female,17,80-84,337,345,292,315,364,443,488
49,Lewis County,2,Female,18,85+,353,381,398,382,388,423,487
51,Livingston County,1,Male,1,0-4,1640,1599,1717,1754,1733,1711,1701
51,Livingston County,1,Male,2,5-9,1774,1695,1667,1752,1775,1754,1738
51,Livingston County,1,Male,3,10-14,2043,1836,1773,1746,1814,1829,1811
51,Livingston County,1,Male,4,15-19,2818,2441,2300,2251,2236,2283,2291
51,Livingston County,1,Male,5,20-24,3197,3170,2846,2786,2769,2771,2785
51,Livingston County,1,Male,6,25-29,1893,2179,2137,1902,1865,1844,1835
51,Livingston County,1,Male,7,30-34,1728,2014,2228,2171,1952,1935,1926
51,Livingston County,1,Male,8,35-39,1811,1783,2027,2185,2126,1924,1921
51,Livingston County,1,Male,9,40-44,2257,1943,1918,2131,2261,2201,2006
51,Livingston County,1,Male,10,45-49,2718,2210,1936,1905,2084,2183,2126
51,Livingston County,1,Male,11,50-54,2763,2786,2298,2029,1999,2172,2263
51,Livingston County,1,Male,12,55-59,2299,2652,2668,2215,1967,1938,2095
51,Livingston County,1,Male,13,60-64,1911,2062,2360,2360,1972,1758,1735
51,Livingston County,1,Male,14,65-69,1327,1670,1802,2054,2050,1718,1535
51,Livingston County,1,Male,15,70-74,962,1050,1319,1420,1613,1605,1348
51,Livingston County,1,Male,16,75-79,722,724,792,993,1069,1211,1203
51,Livingston County,1,Male,17,80-84,561,456,460,504,633,681,771
51,Livingston County,1,Male,18,85+,392,409,373,358,370,431,478
51,Livingston County,2,Female,1,0-4,1558,1527,1639,1673,1654,1633,1623
51,Livingston County,2,Female,2,5-9,1731,1614,1604,1689,1710,1690,1676
51,Livingston County,2,Female,3,10-14,1898,1788,1698,1690,1759,1773,1756
51,Livingston County,2,Female,4,15-19,2862,2841,2827,2770,2781,2835,2848
51,Livingston County,2,Female,5,20-24,3186,3358,3247,3280,3268,3283,3293
51,Livingston County,2,Female,6,25-29,1576,1923,1998,1875,1869,1839,1829
51,Livingston County,2,Female,7,30-34,1463,1644,1907,1941,1811,1817,1802
51,Livingston County,2,Female,8,35-39,1682,1516,1686,1893,1910,1779,1793
51,Livingston County,2,Female,9,40-44,2173,1721,1582,1738,1916,1923,1793
51,Livingston County,2,Female,10,45-49,2618,2109,1710,1585,1724,1875,1878
51,Livingston County,2,Female,11,50-54,2601,2568,2095,1722,1605,1735,1872
51,Livingston County,2,Female,12,55-59,2264,2364,2339,1917,1593,1491,1603
51,Livingston County,2,Female,13,60-64,1944,2005,2101,2073,1706,1426,1339
51,Livingston County,2,Female,14,65-69,1384,1703,1762,1844,1814,1497,1260
51,Livingston County,2,Female,15,70-74,1056,1168,1443,1493,1562,1534,1271
51,Livingston County,2,Female,16,75-79,949,841,936,1154,1196,1253,1230
51,Livingston County,2,Female,17,80-84,736,728,657,734,905,944,995
51,Livingston County,2,Female,18,85+,896,777,728,680,703,808,894
53,Madison County,1,Male,1,0-4,1976,2084,2248,2274,2239,2223,2237
53,Madison County,1,Male,2,5-9,2104,2080,2178,2296,2310,2283,2278
53,Madison County,1,Male,3,10-14,2473,2182,2172,2254,2347,2358,2337
53,Madison County,1,Male,4,15-19,3348,3078,2888,2894,2976,3054,3068
53,Madison County,1,Male,5,20-24,3137,3155,2918,2839,2851,2910,2944
53,Madison County,1,Male,6,25-29,1876,2356,2346,2143,2109,2115,2144
53,Madison County,1,Male,7,30-34,1748,2017,2346,2311,2122,2121,2140
53,Madison County,1,Male,8,35-39,1925,1873,2111,2360,2320,2141,2158
53,Madison County,1,Male,9,40-44,2411,2064,2025,2239,2441,2402,2228
53,Madison County,1,Male,10,45-49,2923,2376,2068,2030,2222,2394,2358
53,Madison County,1,Male,11,50-54,3002,2818,2328,2047,2012,2189,2335
53,Madison County,1,Male,12,55-59,2507,2961,2800,2343,2083,2054,2225
53,Madison County,1,Male,13,60-64,2076,2351,2747,2605,2202,1977,1956
53,Madison County,1,Male,14,65-69,1594,1954,2209,2567,2439,2077,1874
53,Madison County,1,Male,15,70-74,1117,1359,1667,1881,2179,2073,1770
53,Madison County,1,Male,16,75-79,822,865,1051,1290,1453,1678,1601
53,Madison County,1,Male,17,80-84,604,594,628,761,941,1059,1219
53,Madison County,1,Male,18,85+,421,492,521,553,634,765,890
53,Madison County,2,Female,1,0-4,1927,1990,2145,2170,2138,2122,2135
53,Madison County,2,Female,2,5-9,2063,1973,2035,2147,2163,2138,2133
53,Madison County,2,Female,3,10-14,2322,2090,2025,2078,2167,2179,2163
53,Madison County,2,Female,4,15-19,3526,3134,3006,2974,3045,3128,3149
53,Madison County,2,Female,5,20-24,3187,3478,3179,3141,3145,3207,3251
53,Madison County,2,Female,6,25-29,1812,2295,2415,2191,2179,2183,2212
53,Madison County,2,Female,7,30-34,1733,2083,2454,2518,2306,2327,2351
53,Madison County,2,Female,8,35-39,1988,1893,2206,2504,2546,2347,2383
53,Madison County,2,Female,9,40-44,2500,2118,2037,2320,2579,2611,2418
53,Madison County,2,Female,10,45-49,2935,2359,2027,1950,2193,2409,2429
53,Madison County,2,Female,11,50-54,3028,2858,2332,2024,1955,2175,2363
53,Madison County,2,Female,12,55-59,2565,2985,2838,2342,2059,1998,2202
53,Madison County,2,Female,13,60-64,2111,2436,2817,2680,2229,1974,1921
53,Madison County,2,Female,14,65-69,1704,2037,2345,2698,2572,2151,1916
53,Madison County,2,Female,15,70-74,1230,1503,1802,2068,2372,2264,1899
53,Madison County,2,Female,16,75-79,1006,1045,1271,1525,1741,1986,1902
53,Madison County,2,Female,17,80-84,839,757,790,954,1151,1309,1485
53,Madison County,2,Female,18,85+,902,1005,1022,1055,1177,1383,1613
55,Monroe County,1,Male,1,0-4,22035,23428,23872,23465,22633,22005,21706
55,Monroe County,1,Male,2,5-9,23012,22340,23581,23877,23420,22628,22055
55,Monroe County,1,Male,3,10-14,24627,23101,22518,23585,23761,23283,22535
55,Monroe County,1,Male,4,15-19,29689,25671,24544,24039,24875,24917,24446
55,Monroe County,1,Male,5,20-24,29437,29683,26386,25742,25348,25813,25678
55,Monroe County,1,Male,6,25-29,23913,27127,27098,24255,23781,23431,23651
55,Monroe County,1,Male,7,30-34,20295,23472,25888,25609,23016,22675,22396
55,Monroe County,1,Male,8,35-39,20591,20165,22886,24755,24344,21958,21710
55,Monroe County,1,Male,9,40-44,24087,20342,19959,22334,23870,23409,21186
55,Monroe County,1,Male,10,45-49,27145,23406,19978,19583,21697,23012,22541
55,Monroe County,1,Male,11,50-54,27437,25835,22368,19204,18801,20681,21816
55,Monroe County,1,Male,12,55-59,23829,24863,23439,20294,17459,17069,18690
55,Monroe County,1,Male,13,60-64,19880,20687,21581,20317,17571,15131,14776
55,Monroe County,1,Male,14,65-69,13964,17235,17949,18707,17601,15224,13142
55,Monroe County,1,Male,15,70-74,9735,11848,14618,15226,15864,14937,12940
55,Monroe County,1,Male,16,75-79,7730,7937,9642,11895,12412,12958,12238
55,Monroe County,1,Male,17,80-84,6172,5600,5769,6997,8642,9054,9492
55,Monroe County,1,Male,18,85+,5530,5843,5753,5832,6531,7784,8728
55,Monroe County,2,Female,1,0-4,21247,22361,22785,22397,21602,21003,20716
55,Monroe County,2,Female,2,5-9,22104,21697,22678,22949,22504,21737,21177
55,Monroe County,2,Female,3,10-14,23629,22303,21939,22768,22921,22447,21713
55,Monroe County,2,Female,4,15-19,28021,23751,22750,22397,23006,23015,22531
55,Monroe County,2,Female,5,20-24,28738,28959,25367,24777,24473,24810,24632
55,Monroe County,2,Female,6,25-29,24763,27698,27613,24468,24029,23719,23841
55,Monroe County,2,Female,7,30-34,21967,24404,26674,26349,23480,23137,22847
55,Monroe County,2,Female,8,35-39,22305,21764,23907,25744,25304,22637,22354
55,Monroe County,2,Female,9,40-44,25815,21986,21458,23343,24887,24396,21892
55,Monroe County,2,Female,10,45-49,29175,25326,21738,21185,22886,24235,23723
55,Monroe County,2,Female,11,50-54,28900,27870,24238,20885,20316,21828,22994
55,Monroe County,2,Female,12,55-59,25943,26672,25707,22331,19268,18708,20022
55,Monroe County,2,Female,13,60-64,22166,24083,24774,23842,20699,17897,17365
55,Monroe County,2,Female,14,65-69,16241,20289,22021,22642,21764,18899,16391
55,Monroe County,2,Female,15,70-74,12131,14651,18277,19809,20374,19579,17021
55,Monroe County,2,Female,16,75-79,10448,10747,12948,16123,17465,17994,17309
55,Monroe County,2,Female,17,80-84,9729,8580,8838,10616,13203,14311,14799
55,Monroe County,2,Female,18,85+,11914,12436,12143,12178,13286,15527,17595
57,Montgomery County,1,Male,1,0-4,1573,1574,1510,1412,1323,1258,1204
57,Montgomery County,1,Male,2,5-9,1668,1584,1583,1520,1430,1348,1285
57,Montgomery County,1,Male,3,10-14,1690,1659,1585,1580,1517,1431,1352
57,Montgomery County,1,Male,4,15-19,1734,1502,1476,1410,1396,1333,1251
57,Montgomery County,1,Male,5,20-24,1493,1518,1323,1299,1245,1220,1158
57,Montgomery County,1,Male,6,25-29,1474,1448,1444,1270,1250,1201,1169
57,Montgomery County,1,Male,7,30-34,1354,1517,1494,1471,1306,1287,1242
57,Montgomery County,1,Male,8,35-39,1448,1312,1443,1417,1384,1229,1210
57,Montgomery County,1,Male,9,40-44,1536,1493,1372,1489,1462,1421,1266
57,Montgomery County,1,Male,10,45-49,1776,1525,1473,1360,1465,1437,1390
57,Montgomery County,1,Male,11,50-54,1854,1788,1542,1481,1377,1475,1444
57,Montgomery County,1,Male,12,55-59,1873,1810,1746,1510,1443,1347,1433
57,Montgomery County,1,Male,13,60-64,1509,1790,1745,1685,1461,1391,1305
57,Montgomery County,1,Male,14,65-69,1050,1345,1584,1552,1497,1298,1229
57,Montgomery County,1,Male,15,70-74,701,911,1165,1365,1342,1292,1122
57,Montgomery County,1,Male,16,75-79,620,575,743,949,1107,1094,1055
57,Montgomery County,1,Male,17,80-84,575,425,397,511,651,755,749
57,Montgomery County,1,Male,18,85+,519,555,508,480,529,635,746
57,Montgomery County,2,Female,1,0-4,1489,1501,1439,1348,1262,1201,1148
57,Montgomery County,2,Female,2,5-9,1508,1475,1477,1412,1325,1243,1186
57,Montgomery County,2,Female,3,10-14,1659,1488,1454,1447,1380,1296,1219
57,Montgomery County,2,Female,4,15-19,1672,1531,1388,1350,1332,1265,1187
57,Montgomery County,2,Female,5,20-24,1422,1366,1234,1130,1086,1056,993
57,Montgomery County,2,Female,6,25-29,1560,1496,1430,1286,1213,1172,1139
57,Montgomery County,2,Female,7,30-34,1344,1506,1448,1374,1231,1172,1132
57,Montgomery County,2,Female,8,35-39,1529,1344,1474,1417,1340,1199,1150
57,Montgomery County,2,Female,9,40-44,1609,1526,1357,1466,1410,1332,1193
57,Montgomery County,2,Female,10,45-49,1852,1633,1540,1381,1476,1421,1341
57,Montgomery County,2,Female,11,50-54,1921,1928,1698,1591,1440,1526,1471
57,Montgomery County,2,Female,12,55-59,1787,1814,1807,1583,1474,1338,1405
57,Montgomery County,2,Female,13,60-64,1556,1692,1719,1701,1486,1377,1254
57,Montgomery County,2,Female,14,65-69,1116,1511,1641,1670,1647,1438,1333
57,Montgomery County,2,Female,15,70-74,884,1087,1454,1576,1608,1580,1380
57,Montgomery County,2,Female,16,75-79,882,881,1074,1418,1537,1577,1547
57,Montgomery County,2,Female,17,80-84,853,695,694,838,1095,1181,1214
57,Montgomery County,2,Female,18,85+,1129,1086,987,939,997,1172,1320
59,Nassau County,1,Male,1,0-4,37727,37637,38744,38801,37817,36701,35989
59,Nassau County,1,Male,2,5-9,42768,41309,41375,42262,42204,41265,40296
59,Nassau County,1,Male,3,10-14,47960,44481,43255,43344,44042,43864,42939
59,Nassau County,1,Male,4,15-19,48715,46558,43687,42609,42603,42991,42647
59,Nassau County,1,Male,5,20-24,41104,41687,39603,37542,36611,36353,36272
59,Nassau County,1,Male,6,25-29,36407,37575,37693,35516,34146,33380,33049
59,Nassau County,1,Male,7,30-34,35111,39127,40059,39821,37344,36513,35961
59,Nassau County,1,Male,8,35-39,38849,38613,42295,43057,42580,39815,39347
59,Nassau County,1,Male,9,40-44,46347,41394,41186,44649,45293,44647,41706
59,Nassau County,1,Male,10,45-49,52636,46056,41424,41178,44355,44862,44129
59,Nassau County,1,Male,11,50-54,52207,51123,44891,40533,40241,43129,43529
59,Nassau County,1,Male,12,55-59,45115,48007,46987,41294,37329,36980,39467
59,Nassau County,1,Male,13,60-64,37896,39198,41681,40714,35762,32320,31932
59,Nassau County,1,Male,14,65-69,25617,31578,32708,34716,33821,29679,26822
59,Nassau County,1,Male,15,70-74,18719,21034,25881,26840,28445,27659,24288
59,Nassau County,1,Male,16,75-79,15785,14803,16659,20473,21279,22547,21926
59,Nassau County,1,Male,17,80-84,13398,10762,10188,11501,14142,14759,15670
59,Nassau County,1,Male,18,85+,11617,11680,10642,10053,10574,12294,13657
59,Nassau County,2,Female,1,0-4,36161,35836,36890,36945,36008,34945,34266
59,Nassau County,2,Female,2,5-9,40637,39722,39567,40400,40317,39386,38417
59,Nassau County,2,Female,3,10-14,45647,42399,41644,41524,42158,41936,40989
59,Nassau County,2,Female,4,15-19,45355,43849,41233,40551,40346,40626,40199
